phase,project,model,reruns,functional_score_mean,functional_score_std,functional_score_cv,functional_score_p05,functional_score_p95,non_functional_score_mean,non_functional_score_std,non_functional_score_cv,non_functional_score_p05,non_functional_score_p95,maintainability_mean,maintainability_std,maintainability_cv,maintainability_p05,maintainability_p95,security_mean,security_std,security_cv,security_p05,security_p95,robustness_mean,robustness_std,robustness_cv,robustness_p05,robustness_p95,performance_mean,performance_std,performance_cv,performance_p05,performance_p95,resource_mean,resource_std,resource_cv,resource_p05,resource_p95,perf_elapsed_time_s_mean,perf_elapsed_time_s_std,perf_elapsed_time_s_cv,perf_elapsed_time_s_p05,perf_elapsed_time_s_p95,avg_memory_mb_mean,avg_memory_mb_std,avg_memory_mb_cv,avg_memory_mb_p05,avg_memory_mb_p95,avg_cpu_percent_mean,avg_cpu_percent_std,avg_cpu_percent_cv,avg_cpu_percent_p05,avg_cpu_percent_p95,mi_min_mean,mi_min_std,mi_min_cv,mi_min_p05,mi_min_p95
reruns,Mailpile,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.368,0.368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5852976,0.03316044231068096,0.020917487234372246,1.5556458,1.6352402,33.46,0.13769531582446698,0.004115221632530394,33.354,33.666,98.03999999999999,1.7783138080777539,0.018138655733147227,96.28,100.62,0.0,0.0,0.0,0.0,0.0
reruns,Mailpile,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7921766000000001,0.026158400383815502,0.01459588323149376,1.7631704,1.8297458,37.788,0.4992153843783251,0.013210950152914288,37.144,38.239999999999995,99.0,1.302305647687977,0.013154602501898758,97.08,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Markdown,gpt-5.2,5,0.4737,0.0,0.0,0.4737,0.4737,0.6579,0.0,0.0,0.6579,0.6579,0.7163,0.0,0.0,0.7163,0.7163,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7690864,0.016096872970859884,0.00909897502510894,1.7459336,1.7868920000000001,35.95,0.17999999999999883,0.00500695410292069,35.688,36.141999999999996,98.67999999999999,1.262378707044762,0.012792650051122437,97.38,100.54,0.0,0.0,0.0,0.0,0.0
reruns,Markdown,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7552628,0.03843678293197801,0.02189802172756012,1.7029590000000001,1.8015096,35.64,0.5583189052862175,0.015665513616336068,35.028,36.392,98.86,1.0910545357588683,0.011036359859992599,97.38,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Markdown,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.738861,0.02791236119714702,0.016052094559109106,1.7125476,1.7789034,35.384,0.22366045694310766,0.006320948930112697,35.098,35.636,99.26,1.0707007051459363,0.010786829590428534,98.11999999999999,100.72,0.0,0.0,0.0,0.0,0.0
reruns,Mitmproxy,gpt-5.2,5,0.4545,0.0,0.0,0.4545,0.4545,0.49066,0.001348480626483016,0.0027482994873904865,0.48888,0.49238000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.2,0.2,0.83858,0.008794179893543237,0.010486989784568242,0.8263199999999999,0.84878,0.98358,0.005139416309270937,0.0052252143285456566,0.9761799999999999,0.9888399999999999,1.5188744,0.016016996854591684,0.010545307007999926,1.5004732,1.5413192,33.3,0.06603029607687735,0.001982891774080401,33.204,33.370000000000005,99.48,0.9907572861200674,0.009959361541214991,98.7,100.96000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Mitmproxy,gemini-3-pro-preview,5,0.7273,0.0,0.0,0.7273,0.7273,0.52328,0.0007884161337770735,0.0015066811912877876,0.52218,0.5242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.4,0.4,0.8316,0.005195382565317043,0.006247453782247527,0.82548,0.83846,0.9958400000000001,0.001971395444856262,0.001979630708604055,0.99286,0.9969,1.5314358,0.009530731984480472,0.006223396360774949,1.5188856,1.5427107999999998,32.961999999999996,0.07082372483850269,0.0021486476803137763,32.868,33.041999999999994,97.88,0.41182520563948116,0.004207449996316726,97.61999999999999,98.5,0.0,0.0,0.0,0.0,0.0
reruns,Mitmproxy,claude-4.5-sonnet,5,0.7273,0.0,0.0,0.7273,0.7273,0.52054,0.0012753038853543985,0.0024499632791992903,0.51916,0.52208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.4,0.4,0.8285,0.0046212552407327735,0.0055778578644933895,0.8248,0.8355400000000001,0.9763200000000001,0.008624708690732683,0.008833895332199158,0.96782,0.9888,1.5371814,0.0085038592086182,0.005532111700426638,1.5242334,1.5440274,33.298,0.13847743498490966,0.004158731304730304,33.09,33.416,101.0,1.4240786495134339,0.0140997886090439,99.03999999999999,102.48,0.0,0.0,0.0,0.0,0.0
reruns,Mutagen,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7473044,0.007767745042159909,0.004445559137926917,1.7387658,1.7570538,35.894,0.4890235168169316,0.013624101989662107,35.431999999999995,36.542,98.32000000000001,1.5104966070799353,0.01536306557241594,96.4,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Mutagen,gemini-3-pro-preview,5,0.6667,0.0,0.0,0.6667,0.6667,0.28,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7976346,0.03404634225052676,0.018939523221530537,1.749206,1.8350576,35.891999999999996,0.20836506425022333,0.005805334454759371,35.582,36.092,97.68,0.7626270385975057,0.007807402115044079,96.52,98.28,0.0,0.0,0.0,0.0,0.0
reruns,Mutagen,claude-4.5-sonnet,5,0.8333,0.0,0.0,0.8333,0.8333,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7562956,0.08792954993311405,0.05006534773139217,1.6801438,1.8877996,36.135999999999996,0.5946629297341489,0.01645624667185491,35.349999999999994,36.724000000000004,98.92,0.842377587546105,0.008515745931521481,97.72,99.82,0.0,0.0,0.0,0.0,0.0
reruns,Pendulum,gpt-5.2,5,0.0769,0.0,0.0,0.0769,0.0769,0.7595,0.0,0.0,0.7595,0.7595,0.9986,0.0,0.0,0.9986,0.9986,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7015204,0.04714456219162503,0.0277073152879184,1.6669688,1.7743994,35.598,0.5413834131186506,0.015208253641177892,34.948,36.238,99.66,1.7385051049680595,0.017444361880072843,97.03999999999999,101.0,0.0,0.0,0.0,0.0,0.0
reruns,Pendulum,gemini-3-pro-preview,5,0.5385,0.0,0.0,0.5385,0.5385,0.7596,0.0,0.0,0.7596,0.7596,0.999,0.0,0.0,0.999,0.999,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.657683,0.010525323747989897,0.00634941888647582,1.6457486,1.6703122,35.82,0.23400854685245942,0.006532901922179213,35.494,36.08,98.82,1.1530828244319666,0.011668516741873778,97.22,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Pendulum,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.5993,0.0,0.0,0.5993,0.5993,0.9982,0.0,0.0,0.9982,0.9982,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6923968,0.03669876434105107,0.02168449168720425,1.6514592,1.742129,35.516,0.3946948188157537,0.011113155164313371,35.012,35.976,98.1,1.0620734437881398,0.010826436735862793,97.04,99.64,0.0,0.0,0.0,0.0,0.0
reruns,Petl,gpt-5.2,5,0.4167,0.0,0.0,0.4167,0.4167,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399884,0.0781889769842271,0.04493649324571767,1.679967,1.8598926,36.008,0.4296696405379374,0.011932616100253758,35.396,36.476,98.04,1.0365326815879903,0.010572548771807326,96.60000000000001,99.1,0.0,0.0,0.0,0.0,0.0
reruns,Petl,gemini-3-pro-preview,5,0.5,0.0,0.0,0.5,0.5,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7597998,0.08179437380749362,0.046479363054532465,1.6619089999999999,1.8600424,36.044000000000004,0.40494937955255683,0.011234862377997912,35.518,36.542,98.64,0.9393614852653904,0.009523129412666163,97.36,99.74000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Petl,claude-4.5-sonnet,5,0.4167,0.0,0.0,0.4167,0.4167,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.715548,0.05703362087400729,0.033245132677142984,1.6728636000000001,1.8031444,35.746,0.28288513569998736,0.007913756383930715,35.49,36.150000000000006,99.66,1.5134067529914081,0.015185698906195146,98.02,101.69999999999999,0.0,0.0,0.0,0.0,0.0
reruns,Pygments,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6912526,0.03311535382628429,0.019580371274098434,1.663476,1.7414508,35.74,0.24625190354594284,0.00689009243273483,35.47,36.064,99.03999999999999,2.662029301115971,0.02687832493049244,95.54,102.47999999999999,0.0,0.0,0.0,0.0,0.0
reruns,Pygments,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4084296,0.01338839738878406,0.03278018387693757,0.3928962,0.4272682,13.975999999999999,0.14582180906846523,0.010433729899002951,13.822000000000001,14.177999999999999,102.04,5.379070551684556,0.05271531312901368,95.78,109.46,0.0,0.0,0.0,0.0,0.0
reruns,Pygments,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3910676,0.033546608726367555,0.08578212239103304,0.3667548,0.442665,14.058,0.09195651146058127,0.006541222895190018,13.932,14.158,99.04,3.8416663051337494,0.038789037814355304,94.82000000000001,104.28,0.0,0.0,0.0,0.0,0.0
reruns,PyJWT,gpt-5.2,5,0.5455,0.0,0.0,0.5455,0.5455,0.7087,0.0,0.0,0.7087,0.7087,0.8576,0.0,0.0,0.8576,0.8576,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6823824,0.021884821156226072,0.01300823234731062,1.6564704,1.7123072,35.316,0.3294601645115836,0.009328920730308743,34.85,35.698,98.5,1.5899685531481405,0.016141812722316146,96.56,100.67999999999999,0.0,0.0,0.0,0.0,0.0
reruns,PyJWT,gemini-3-pro-preview,5,0.5455,0.0,0.0,0.5455,0.5455,0.7108,0.0,0.0,0.7108,0.7108,0.8633,0.0,0.0,0.8633,0.8633,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6825478,0.04740875229912722,0.028176764011772635,1.6496438,1.7554014,35.306,0.4136471926654396,0.011716059385527661,34.996,35.928,99.2,0.7483314773547883,0.007543664086237785,98.2,100.0,0.0,0.0,0.0,0.0,0.0
reruns,PyJWT,claude-4.5-sonnet,5,0.5455,0.0,0.0,0.5455,0.5455,0.7079,0.0,0.0,0.7079,0.7079,0.8553,0.0,0.0,0.8553,0.8553,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7184074,0.038510938059725344,0.022410831133365314,1.6649876,1.7628144,35.846000000000004,0.2824606167238183,0.007879836431507511,35.47,36.182,99.62,1.7599999999999991,0.01766713511343103,97.2,101.08,0.0,0.0,0.0,0.0,0.0
reruns,PyPDF,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6906302,0.0445761714883636,0.026366600743535515,1.6420772,1.7541948,35.636,0.30604574821421526,0.008588106078522147,35.286,36.038,99.8,2.315167380558045,0.02319806994547139,97.0,102.0,0.0,0.0,0.0,0.0,0.0
reruns,PyPDF,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7010964,0.029022859883891545,0.017061267006321067,1.6731934,1.7431322,35.466,0.3181571938523456,0.00897076619444949,35.042,35.855999999999995,97.42,0.874985714169095,0.008981581956159874,96.48,98.66,0.0,0.0,0.0,0.0,0.0
reruns,PyPDF,claude-4.5-sonnet,5,0.0833,0.0,0.0,0.0833,0.0833,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.683013,0.009553548199491117,0.005676455380612696,1.67351,1.696738,35.589999999999996,0.15112908389850072,0.0042463917925962555,35.44,35.802,99.0,0.8944271909999159,0.00903461809090824,98.0,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Requests,gpt-5.2,5,0.1,0.0,0.0,0.1,0.1,0.52,0.0,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3613662,0.01520791408970998,0.0111710677771418,1.3397244,1.3774975999999999,36.89,0.21175457492106134,0.005740161965873173,36.718,37.21,73.94,0.5425863986500234,0.007338198521098505,73.19999999999999,74.56,0.0,0.0,0.0,0.0,0.0
reruns,Requests,gemini-3-pro-preview,5,1.0,0.0,0.0,1.0,1.0,0.6066,0.006882732015704195,0.01134640952143784,0.5985400000000001,0.6148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.86332,0.04317732738370918,0.05001312072430753,0.8145,0.92438,0.85846,0.03769931564365594,0.04391505212083957,0.82512,0.91576,2.2925618,0.11156300755250363,0.04866303170213498,2.1382292,2.4246106,42.484,0.10051865498503289,0.002366035565978554,42.406,42.638,90.6,8.34433939865823,0.09210087636488112,77.98,98.36,0.0,0.0,0.0,0.0,0.0
reruns,Requests,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6452039999999999,0.038387113592975426,0.023332737820340475,1.6146842000000001,1.7036158,39.884,0.3909782602651957,0.0098028848727609,39.298,40.262,98.74,1.1774548823628013,0.011924801320263332,97.0,99.82,0.0,0.0,0.0,0.0,0.0
reruns,Rich,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6740186,0.050529112850316305,0.030184319845858527,1.6423071999999999,1.75075,37.616,0.5452192219648891,0.014494343416761197,37.09,38.326,98.8,0.7483314773547883,0.007574205236384498,98.0,99.8,0.0,0.0,0.0,0.0,0.0
reruns,Rich,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.595736,0.14856127612402908,0.09309890616244108,1.4855516,1.8241084,33.542,0.2679850742112339,0.007989537720208512,33.134,33.716,98.38000000000001,2.6738735946188616,0.027179036334812577,95.10000000000001,101.76,0.0,0.0,0.0,0.0,0.0
reruns,Rich,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5545904,0.05478765507155783,0.03524250186515871,1.50698,1.6329604,34.513999999999996,0.16304600577751152,0.004724054174465768,34.378,34.764,100.22,1.0777754868245981,0.010754095857359789,99.12,101.76,0.0,0.0,0.0,0.0,0.0
reruns,Schedule,gpt-5.2,5,0.5,0.0,0.0,0.5,0.5,0.654,0.0,0.0,0.654,0.654,0.7055,0.0,0.0,0.7055,0.7055,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711854,0.0790701222864869,0.046189758172418265,1.644633,1.8307761999999999,38.032000000000004,0.5177412481153102,0.013613305850739119,37.45,38.705999999999996,99.7,1.9390719429665315,0.019449066629553976,97.6,102.4,0.0,0.0,0.0,0.0,0.0
reruns,Schedule,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6992514,0.05101709460014358,0.030023276485247313,1.6400518000000002,1.7672350000000001,38.264,0.26333248945012605,0.006881990629576783,37.952,38.632000000000005,100.6,1.019803902718557,0.010137215732788838,99.2,101.8,0.0,0.0,0.0,0.0,0.0
reruns,Schedule,claude-4.5-sonnet,5,0.9167,0.0,0.0,0.9167,0.9167,0.6512,0.0,0.0,0.6512,0.6512,0.6978,0.0,0.0,0.6978,0.6978,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6971624,0.026829083045083787,0.01580820023180091,1.6655486,1.7343048,38.28,0.4595214902482802,0.012004218658523516,37.676,38.75,100.42,0.9927738916792701,0.009886216806206632,99.28,101.8,0.0,0.0,0.0,0.0,0.0
reruns,Slugify,gpt-5.2,5,0.9167,0.0,0.0,0.9167,0.9167,0.5969,0.0,0.0,0.5969,0.5969,0.5469,0.0,0.0,0.5469,0.5469,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6828078,0.019247770171113367,0.011437889800078992,1.6611562,1.7100182000000002,35.782,0.21775215268740936,0.006085522125297897,35.564,36.06,100.2,1.3870832707519727,0.013843146414690345,98.32000000000001,101.88,0.0,0.0,0.0,0.0,0.0
reruns,Slugify,gemini-3-pro-preview,5,0.9167,0.0,0.0,0.9167,0.9167,0.6061,0.0,0.0,0.6061,0.6061,0.5726,0.0,0.0,0.5726,0.5726,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8462598,0.31573075301807385,0.1710110099445776,1.636655,2.3340883999999997,35.688,0.4613198456602527,0.012926469560083295,35.082,36.198,98.8,0.9797958971132712,0.009916962521389384,98.0,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Slugify,claude-4.5-sonnet,5,0.9167,0.0,0.0,0.9167,0.9167,0.6064,0.0,0.0,0.6064,0.6064,0.5733,0.0,0.0,0.5733,0.5733,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685571,0.02568897453772731,0.015240517627395886,1.6549884,1.7177008,35.578,0.5072829585152657,0.01425833263576552,34.962,36.152,98.84,1.86075253593808,0.018825905867443142,95.96000000000001,100.0,0.0,0.0,0.0,0.0,0.0
reruns,Sqlmap,gpt-5.2,5,1.0,0.0,0.0,1.0,1.0,0.5524,0.0003521363372332108,0.0006374662151216705,0.5519799999999999,0.55288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,1.0,0.0,0.0,1.0,1.0,0.8033,0.0028879058156387333,0.0035950526772547406,0.80004,0.80738,1.5542204,0.03312429803392067,0.021312484403061927,1.5159204,1.5970608000000002,33.274,0.21067510531621844,0.006331523270908771,33.112,33.596,83.96000000000001,0.5885575587824877,0.007009975688214479,83.14,84.64,0.0,0.0,0.0,0.0,0.0
reruns,Sqlmap,gemini-3-pro-preview,5,0.6667,0.0,0.0,0.6667,0.6667,0.55194,0.0014192955999368215,0.0025714671883480477,0.5502,0.55372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.6,0.6,1.0,0.0,0.0,1.0,1.0,0.79944,0.01182668169859998,0.014793707718653033,0.78506,0.8143199999999999,1.5262152,0.0524771437690734,0.03438384296596797,1.4843512,1.6061214,33.358,0.20113676938839337,0.006029641147202871,33.118,33.608,84.92,2.733056896590337,0.032183901278736896,81.28,88.22,0.0,0.0,0.0,0.0,0.0
reruns,Sqlmap,claude-4.5-sonnet,5,0.4444,0.0,0.0,0.4444,0.4444,0.304,0.0,0.0,0.304,0.304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6720346,0.021874957029443552,0.013082837537837766,1.6458636,1.7018242000000001,33.626,0.22535305633605213,0.0067017503222521905,33.413999999999994,33.906,89.74000000000001,1.4947909552843845,0.016656908349502834,87.72,91.5,0.0,0.0,0.0,0.0,0.0
reruns,SQLModel,gpt-5.2,5,0.0,0.0,0.0,0.0,0.0,0.681,0.0,0.0,0.681,0.681,0.7806,0.0,0.0,0.7806,0.7806,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6906712,0.008614987368533951,0.005095601893812322,1.6784038000000001,1.6999066,37.92,0.17401149387325168,0.004588910703408536,37.744,38.168,99.02,1.0419213022104914,0.010522331874474766,98.02,100.54,0.0,0.0,0.0,0.0,0.0
reruns,SQLModel,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.7274,0.0,0.0,0.7274,0.7274,0.9094,0.0,0.0,0.9094,0.9094,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7053064,0.020848436896803546,0.01222562519955566,1.6750624,1.72656,37.682,0.3881443030626637,0.010300522877306503,37.418,38.274,99.08,0.8059776671843941,0.008134615131049598,98.2,100.0,0.0,0.0,0.0,0.0,0.0
reruns,SQLModel,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.7066,0.0,0.0,0.7066,0.7066,0.8515,0.0,0.0,0.8515,0.8515,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7135766,0.02604374603316503,0.015198472033969786,1.6905762,1.753261,38.472,0.14675149062275247,0.003814501211861938,38.272,38.652,99.24,1.2611106216347594,0.012707684619455456,97.5,100.72,0.0,0.0,0.0,0.0,0.0
reruns,Stegano,gpt-5.2,5,0.6667,0.0,0.0,0.6667,0.6667,0.71876,0.0011001818031580396,0.0015306664299043348,0.71732,0.72018,0.5566,0.0,0.0,0.5566,0.5566,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98664,0.009031633296364512,0.009153929798472099,0.9748,0.99826,1.7558175999999999,0.04423714535817156,0.025194613243523453,1.7095846,1.8175762,36.672,0.19893717601293043,0.005424770288310713,36.474000000000004,36.967999999999996,99.02,1.93018133863117,0.0194928432501633,96.5,101.52000000000001,0.0,0.0,0.0,0.0,0.0
reruns,Stegano,gemini-3-pro-preview,5,0.9167,0.0,0.0,0.9167,0.9167,0.72776,0.0007310266752998963,0.0010044886711277018,0.72674,0.7285,0.5835,0.0,0.0,0.5835,0.5835,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98102,0.005992795674808222,0.006108739551495609,0.97272,0.9873000000000001,1.6903894,0.01725210734490141,0.010205995934961146,1.6644999999999999,1.7071374,36.242,0.177921330930273,0.00490925806882272,36.089999999999996,36.513999999999996,100.22,1.2496399481450644,0.012468967752395374,98.92,101.96000000000001,0.0,0.0,0.0,0.0,0.0
