phase,project,model,run,functional_score,non_functional_score,maintainability,security,robustness,performance,resource,perf_elapsed_time_s,avg_memory_mb,avg_cpu_percent,high_risk_count,mi_min,robust_passed,robust_total,repo_path,task_yaml,package_name
reruns,Dateutil,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.693541,35.19,100.0,0,0.0,6,6,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.744029,36.38,98.0,0,0.0,6,6,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.692902,35.7,101.0,0,0.0,6,6,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.712531,35.72,100.0,0,0.0,6,6,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,claude-4.5-sonnet,1,0.0,0.3733,0.0,1.0,0.8333,0.0,0.0,1.693577,36.59,101.9,0,0.0,5,6,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,claude-4.5-sonnet,2,0.0,0.3733,0.0,1.0,0.8333,0.0,0.0,1.709431,35.64,99.0,0,0.0,5,6,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,claude-4.5-sonnet,3,0.0,0.3733,0.0,1.0,0.8333,0.0,0.0,1.798184,36.11,101.0,0,0.0,5,6,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,claude-4.5-sonnet,4,0.0,0.3733,0.0,1.0,0.8333,0.0,0.0,1.681091,35.89,100.0,0,0.0,5,6,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Dateutil,claude-4.5-sonnet,5,0.0,0.3733,0.0,1.0,0.8333,0.0,0.0,1.812253,35.57,100.0,0,0.0,5,6,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Dateutil,D:\桌面\RAL-Bench\tasks\Dateutil\dateutil.yaml,dateutil
reruns,Fail2ban,gpt-5.2,1,0.3333,0.5751,0.0,1.0,0.6,1.0,0.9929,1.44798,32.92,84.4,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gpt-5.2,2,0.3333,0.574,0.0,1.0,0.6,1.0,0.9832,1.487896,32.9,86.1,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gpt-5.2,3,0.3333,0.5754,0.0,1.0,0.6,1.0,0.9946,1.468537,33.41,84.1,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gpt-5.2,4,0.3333,0.5734,0.0,1.0,0.6,1.0,0.9787,1.458654,32.91,86.9,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gpt-5.2,5,0.3333,0.5749,0.0,1.0,0.6,1.0,0.9906,1.45399,33.27,84.8,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gemini-3-pro-preview,1,0.4167,0.5756,0.0,1.0,0.6,1.0,0.9964,1.546006,33.03,83.8,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gemini-3-pro-preview,2,0.4167,0.5739,0.0,1.0,0.6,1.0,0.9826,1.452569,32.92,86.2,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gemini-3-pro-preview,3,0.4167,0.5747,0.0,1.0,0.6,1.0,0.9894,1.434508,33.02,85.0,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gemini-3-pro-preview,4,0.4167,0.5748,0.0,1.0,0.6,1.0,0.99,1.450575,33.37,84.9,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,gemini-3-pro-preview,5,0.4167,0.576,0.0,1.0,0.6,1.0,1.0,1.443857,33.41,82.6,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,claude-4.5-sonnet,1,0.4167,0.5725,0.0,1.0,0.6,1.0,0.9706,1.431817,33.02,88.4,0,0.0,3,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,claude-4.5-sonnet,2,0.4167,0.5741,0.0,1.0,0.6,1.0,0.9843,1.51472,33.32,85.9,0,0.0,3,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,claude-4.5-sonnet,3,0.4167,0.576,0.0,1.0,0.6,1.0,1.0,1.466193,32.97,83.0,0,0.0,3,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,claude-4.5-sonnet,4,0.4167,0.576,0.0,1.0,0.6,1.0,1.0,1.461933,33.29,78.9,0,0.0,3,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Fail2ban,claude-4.5-sonnet,5,0.4167,0.5723,0.0,1.0,0.6,1.0,0.969,1.533848,33.42,88.7,0,0.0,3,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Fail2ban,D:\桌面\RAL-Bench\tasks\Fail2ban\fail2ban.yaml,fail2ban
reruns,Folium,gpt-5.2,1,0.25,0.336,0.0,1.0,0.6,0.0,0.0,32.619809,133.87,98.1,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gpt-5.2,2,0.25,0.336,0.0,1.0,0.6,0.0,0.0,32.191031,134.64,98.2,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gpt-5.2,3,0.25,0.336,0.0,1.0,0.6,0.0,0.0,35.206692,134.58,99.3,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gpt-5.2,4,0.25,0.336,0.0,1.0,0.6,0.0,0.0,36.192395,134.71,98.8,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gpt-5.2,5,0.25,0.336,0.0,1.0,0.6,0.0,0.0,34.562668,134.59,99.3,0,0.0,3,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gemini-3-pro-preview,1,0.8333,0.544,0.0,1.0,0.4,1.0,1.0,1.468058,33.61,86.9,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gemini-3-pro-preview,2,0.8333,0.544,0.0,1.0,0.4,1.0,1.0,1.4366,33.81,87.5,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gemini-3-pro-preview,3,0.8333,0.544,0.0,1.0,0.4,1.0,1.0,1.566697,33.44,87.0,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gemini-3-pro-preview,4,0.8333,0.544,0.0,1.0,0.4,1.0,1.0,1.505652,33.41,85.5,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,gemini-3-pro-preview,5,0.8333,0.544,0.0,1.0,0.4,1.0,1.0,1.438237,33.46,82.3,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,claude-4.5-sonnet,1,0.0833,0.24,0.0,1.0,0.0,0.0,0.0,1.626846,33.54,97.1,0,0.0,0,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,claude-4.5-sonnet,2,0.0833,0.24,0.0,1.0,0.0,0.0,0.0,1.57998,33.3,100.0,0,0.0,0,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,claude-4.5-sonnet,3,0.0833,0.24,0.0,1.0,0.0,0.0,0.0,1.582067,33.79,100.0,0,0.0,0,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,claude-4.5-sonnet,4,0.0833,0.24,0.0,1.0,0.0,0.0,0.0,1.616617,33.26,100.0,0,0.0,0,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Folium,claude-4.5-sonnet,5,0.0833,0.24,0.0,1.0,0.0,0.0,0.0,1.607711,33.65,99.1,0,0.0,0,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Folium,D:\桌面\RAL-Bench\tasks\Folium\folium.yaml,folium
reruns,Glances,gpt-5.2,1,1.0,0.9532,0.9331,1.0,1.0,0.8368,0.9735,2.758669,50.93,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gpt-5.2,2,1.0,0.9528,0.9331,1.0,1.0,0.8385,0.9685,2.752893,51.01,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gpt-5.2,3,1.0,0.9558,0.9331,1.0,1.0,0.8575,0.9751,2.692003,51.02,98.6,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gpt-5.2,4,1.0,0.9519,0.9331,1.0,1.0,0.8286,0.9714,2.785845,50.95,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gpt-5.2,5,1.0,0.953,0.9331,1.0,1.0,0.8383,0.9708,2.753638,50.77,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gemini-3-pro-preview,1,1.0,0.9599,0.9471,1.0,1.0,0.8459,0.9784,2.729004,50.93,98.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gemini-3-pro-preview,2,1.0,0.9598,0.9471,1.0,1.0,0.8527,0.9711,2.707119,50.98,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gemini-3-pro-preview,3,1.0,0.9588,0.9471,1.0,1.0,0.8436,0.9714,2.736202,51.15,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gemini-3-pro-preview,4,1.0,0.9587,0.9471,1.0,1.0,0.8331,0.9816,2.770919,50.7,97.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,gemini-3-pro-preview,5,1.0,0.9586,0.9471,1.0,1.0,0.8427,0.9709,2.739142,51.0,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,claude-4.5-sonnet,1,1.0,0.6191,0.0,1.0,1.0,0.8531,0.9729,2.70582,51.0,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,claude-4.5-sonnet,2,1.0,0.6193,0.0,1.0,1.0,0.8442,0.9833,2.734524,50.83,97.3,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,claude-4.5-sonnet,3,1.0,0.6169,0.0,1.0,1.0,0.8422,0.9656,2.740981,51.06,100.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,claude-4.5-sonnet,4,1.0,0.6149,0.0,1.0,1.0,0.8129,0.9775,2.839593,50.97,98.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Glances,claude-4.5-sonnet,5,1.0,0.6173,0.0,1.0,1.0,0.8449,0.9659,2.732089,51.03,100.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Glances,D:\桌面\RAL-Bench\tasks\Glances\glances.yaml,glances
reruns,Humanize,gpt-5.2,1,0.9333,0.6945,0.8181,1.0,1.0,0.0,0.0,1.758935,35.52,98.2,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gpt-5.2,2,0.9333,0.6945,0.8181,1.0,1.0,0.0,0.0,1.72251,35.26,101.9,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gpt-5.2,3,0.9333,0.6945,0.8181,1.0,1.0,0.0,0.0,1.707537,36.06,100.0,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gpt-5.2,4,0.9333,0.6945,0.8181,1.0,1.0,0.0,0.0,1.765238,36.1,98.2,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gpt-5.2,5,0.9333,0.6945,0.8181,1.0,1.0,0.0,0.0,1.738495,36.16,98.3,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.776621,35.75,98.1,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.821267,35.54,100.0,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.805947,35.04,99.1,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.755614,35.42,99.1,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.80571,35.48,101.0,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,claude-4.5-sonnet,1,0.8,0.686,0.7944,1.0,1.0,0.0,0.0,1.733206,35.39,99.1,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,claude-4.5-sonnet,2,0.8,0.686,0.7944,1.0,1.0,0.0,0.0,1.848903,35.89,98.1,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,claude-4.5-sonnet,3,0.8,0.686,0.7944,1.0,1.0,0.0,0.0,1.769425,35.43,99.0,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,claude-4.5-sonnet,4,0.8,0.686,0.7944,1.0,1.0,0.0,0.0,1.735301,36.46,102.8,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Humanize,claude-4.5-sonnet,5,0.8,0.686,0.7944,1.0,1.0,0.0,0.0,1.752078,35.15,100.0,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Humanize,D:\桌面\RAL-Bench\tasks\Humanize\humanize.yaml,humanize
reruns,Imageio,gpt-5.2,1,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.08093,44.57,100.0,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gpt-5.2,2,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.073054,44.66,96.3,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gpt-5.2,3,0.7,0.4,0.0,1.0,1.0,0.0,0.0,1.996167,44.64,98.4,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gpt-5.2,4,0.7,0.4,0.0,1.0,1.0,0.0,0.0,1.997914,45.19,97.7,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gpt-5.2,5,0.7,0.4,0.0,1.0,1.0,0.0,0.0,1.979586,44.7,97.7,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gpt-5.2\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,2.016301,45.25,98.4,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,2.143291,44.8,97.7,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,2.069573,44.8,100.8,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.989997,45.0,101.6,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.978609,45.04,98.4,0,0.0,3,3,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,claude-4.5-sonnet,1,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.012644,45.29,96.9,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,claude-4.5-sonnet,2,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.003274,44.9,97.1,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,claude-4.5-sonnet,3,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.029684,45.16,97.7,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,claude-4.5-sonnet,4,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.07869,44.52,96.3,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Imageio,claude-4.5-sonnet,5,0.7,0.4,0.0,1.0,1.0,0.0,0.0,2.029387,45.29,96.9,0,0.0,3,3,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Imageio,D:\桌面\RAL-Bench\tasks\Imageio\imageio.yaml,imageio
reruns,Lifelines,gpt-5.2,1,0.4667,0.4,0.0,1.0,1.0,0.0,0.0,3.267449,74.18,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gpt-5.2,2,0.4667,0.4,0.0,1.0,1.0,0.0,0.0,3.107176,74.09,98.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gpt-5.2,3,0.4667,0.4,0.0,1.0,1.0,0.0,0.0,3.165642,73.82,98.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gpt-5.2,4,0.4667,0.4,0.0,1.0,1.0,0.0,0.0,2.940866,73.77,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gpt-5.2,5,0.4667,0.4,0.0,1.0,1.0,0.0,0.0,2.954098,74.0,98.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,3.011858,73.86,97.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,3.262342,74.14,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,3.193153,74.32,98.4,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,2.9624,74.12,97.8,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,2.972396,74.03,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,claude-4.5-sonnet,1,0.6,0.4,0.0,1.0,1.0,0.0,0.0,3.043115,74.45,100.6,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
